id,activity,timestamp_epoch
0,A_Create Application,1455199117
1,A_Submitted,1455199117
2,W_Handle leads__Created__SCHEDULE,1455199117
3,W_Handle leads__Deleted__WITHDRAW,1455199194
4,W_Complete application__Created__SCHEDULE,1455199194
5,A_Concept,1455199194
6,W_Complete application__Obtained__START,1455355982
7,W_Complete application__Released__SUSPEND,1455356131
8,W_Complete application__Obtained__RESUME,1455356184
9,W_Complete application__Released__SUSPEND,1455356566
10,W_Complete application__Obtained__RESUME,1455606795
11,W_Complete application__Released__SUSPEND,1455606817
12,A_Accepted,1455886419
13,O_Create Offer,1455886592
14,O_Created,1455886594
15,O_Sent (mail and online),1455886606
16,W_Complete application__Deleted__ATE_ABORT,1455886606
17,W_Call after offers__Created__SCHEDULE,1455886606
18,W_Call after offers__Obtained__START,1455886606
19,A_Complete,1455886606
20,W_Call after offers__Released__SUSPEND,1455886873
21,W_Call after offers__Obtained__RESUME,1456213585
22,W_Call after offers__Released__SUSPEND,1456213603
23,W_Call after offers__Deleted__ATE_ABORT,1456479483
24,W_Validate application__Created__SCHEDULE,1456479483
25,W_Validate application__Obtained__START,1456479483
26,A_Validating,1456479484
27,O_Returned,1456479537
28,W_Validate application__Released__SUSPEND,1456480202
29,O_Accepted,1456501829
30,A_Pending,1456501829
31,W_Validate application__Deleted__ATE_ABORT,1456501829
