id,activity,timestamp_epoch
0,A_Create Application,1462523661
1,A_Submitted,1462523661
2,W_Handle leads__Created__SCHEDULE,1462523662
3,W_Handle leads__Deleted__WITHDRAW,1462523734
4,W_Complete application__Created__SCHEDULE,1462523734
5,A_Concept,1462523734
6,W_Complete application__Obtained__START,1462541400
7,W_Complete application__Released__SUSPEND,1462541472
8,A_Accepted,1462543685
9,O_Create Offer,1462543937
10,O_Created,1462543938
11,O_Sent (mail and online),1462543950
12,W_Complete application__Deleted__ATE_ABORT,1462543950
13,W_Call after offers__Created__SCHEDULE,1462543950
14,W_Call after offers__Obtained__START,1462543950
15,A_Complete,1462543950
16,W_Call after offers__Released__SUSPEND,1462543992
17,W_Call after offers__Obtained__RESUME,1462868906
18,W_Call after offers__Released__SUSPEND,1462868951
19,W_Call after offers__Deleted__ATE_ABORT,1463057495
20,W_Validate application__Created__SCHEDULE,1463057495
21,W_Validate application__Obtained__START,1463057495
22,A_Validating,1463057496
23,O_Returned,1463057655
24,W_Validate application__Released__SUSPEND,1463057855
25,W_Validate application__Obtained__RESUME,1463465983
26,W_Validate application__Released__SUSPEND,1463465989
27,W_Validate application__Obtained__RESUME,1463485671
28,A_Denied,1463488006
29,O_Refused,1463488006
30,W_Validate application__Deleted__COMPLETE,1463488006
