id,activity,timestamp_epoch
0,A_Create Application,1476877131
1,A_Submitted,1476877132
2,W_Handle leads__Created__SCHEDULE,1476877132
3,W_Handle leads__Deleted__WITHDRAW,1476877167
4,W_Complete application__Created__SCHEDULE,1476877167
5,A_Concept,1476877167
6,W_Complete application__Obtained__START,1477041448
7,A_Accepted,1477041927
8,O_Create Offer,1477042203
9,O_Created,1477042204
10,O_Sent (mail and online),1477042213
11,W_Complete application__Deleted__COMPLETE,1477042213
12,W_Call after offers__Created__SCHEDULE,1477042213
13,W_Call after offers__Obtained__START,1477042213
14,A_Complete,1477042213
15,W_Call after offers__Released__SUSPEND,1477042348
16,W_Call after offers__Obtained__RESUME,1477381384
17,W_Call after offers__Released__SUSPEND,1477381454
18,W_Call after offers__Deleted__ATE_ABORT,1478770424
19,W_Validate application__Created__SCHEDULE,1478770424
20,W_Validate application__Obtained__START,1478770424
21,A_Validating,1478770425
22,O_Returned,1478770429
23,W_Validate application__Released__SUSPEND,1478770796
24,W_Validate application__Obtained__RESUME,1479139892
25,W_Validate application__Released__SUSPEND,1479139923
26,W_Validate application__Obtained__RESUME,1479193184
27,A_Denied,1479193925
28,O_Refused,1479193925
29,W_Validate application__Deleted__COMPLETE,1479193925
