id,activity,timestamp_epoch
0,A_Create Application,1458387393
1,W_Complete application__Created__SCHEDULE,1458387393
2,W_Complete application__Obtained__START,1458387393
3,A_Concept,1458387393
4,A_Accepted,1458387469
5,O_Create Offer,1458388347
6,O_Created,1458388349
7,O_Sent (mail and online),1458388361
8,W_Complete application__Deleted__COMPLETE,1458388361
9,W_Call after offers__Created__SCHEDULE,1458388361
10,W_Call after offers__Obtained__START,1458388361
11,A_Complete,1458388361
12,W_Call after offers__Released__SUSPEND,1458388627
13,W_Call after offers__Obtained__RESUME,1458643612
14,W_Call after offers__Released__SUSPEND,1458643628
15,W_Call after offers__Obtained__RESUME,1458720539
16,W_Call after offers__Released__SUSPEND,1458720563
17,W_Call after offers__Deleted__ATE_ABORT,1459947889
18,W_Validate application__Created__SCHEDULE,1459947889
19,W_Validate application__Obtained__START,1459947889
20,A_Validating,1459947890
21,O_Returned,1459948138
22,W_Validate application__Released__SUSPEND,1459948288
23,W_Validate application__Obtained__RESUME,1459951556
24,A_Denied,1459954342
25,O_Refused,1459954342
26,W_Validate application__Deleted__COMPLETE,1459954342
